gid,shape_leng,fnode_,tnode_,name,roadtype,froadname,troadname,fnodex,fnodey,tnodex,tnodey,subsections,subsections2,length,code,code2,arcid,northangle,direction,lanenum,distric,jtl,lanenum_same,lanenum_op,fnode_tnode,comsituation,roadlevel,roadlayer,geom,speed,haskk,region,roadatt,drivedir,bigroadid,fn1,roadlevel_temp,build,edit_time,midnodex,midnodey,roadlevel_label,cll,funclevel,rdlv,arrows,floor,carnum,zdlx,northangle_f,direction_f,cdlc,pcsid,ssfj,roadkind
12921,,34180200000500,34180200005534,梅溪路,6,陵西路,鳌峰西路,118.749179,30.940949,118.746595,30.942084,,,278.54,,,34180201893,296.00,西,3,341802,1,3,,34180200000500_34180200005534,,03,1,"MULTILINESTRING ((118.749173880816 30.9409139463281, 118.748993855138 30.9409939659345, 118.74876392844 30.9411039797697, 118.748513879162 30.9412240084615, 118.748313937868 30.9413139493833, 118.747613949481 30.9416240066652, 118.747133914813 30.9418339274593, 118.746863870882 30.9419539526927, 118.746594950094 30.9420839758578))",60.00,,,,99,,,,,,118.747886,30.941503,03,,4,2,,1,,,296.00,西,844.16,341802000000,341802,0
5486,,34180200000525,34180200005957,梅溪路,6,梅溪路,水阳江西大道,118.714784,30.958353,118.716149,30.957738,,,147.65,,,34180201965,120.00,东,4,341802,1,5,,34180200000525_34180200005957,,04,1,"MULTILINESTRING ((118.714848952283 30.9584579910492, 118.715118862195 30.9583079916215, 118.715518894479 30.9580879722626, 118.715518894479 30.9580879722626, 118.71614888728 30.9577379668784))",60.00,,,,99,,,,,,118.715499,30.958099,04,,3,3,,1,,,120.00,东,771.14,341804000000,341804,0
8156,,34180200000330,34180200006119,梅溪路,6,梅溪路,无名路,118.703806,30.961957,118.703441,30.961937,,,34.59,,,34180201147,257.00,西,1,341802,1,1,,34180200000330_34180200006119,,06,1,"MULTILINESTRING ((118.703790860591 30.9620169871956, 118.703440941058 30.9619369807386))",60.00,,,,99,,,,,,118.703616,30.961977,06,,5,4,,1,,,257.00,西,33.79,341804000000,341804,0
14467,,34180200000358,34180200000330,梅溪路,6,无名路,梅溪路,118.707290,30.962046,118.703806,30.961957,,,323.17,,,34180201148,261.00,西,3,341802,1,3,,34180200000358_34180200000330,,04,1,"MULTILINESTRING ((118.70717988408 30.9620069816238, 118.707019860997 30.9620269583927, 118.706839875568 30.9620370045358, 118.706520906908 30.9620669290738, 118.706030883029 30.9620969466057, 118.705990892805 30.9620969333902, 118.705430928151 30.9620969288402, 118.70527089554 30.9620869525851, 118.705100918528 30.962077017162, 118.704710880282 30.9620369671058, 118.704360865594 30.9619870056328, 118.70382086778 30.961896967876))",60.00,,,,99,,,,,,118.705495,30.962097,04,,3,3,,1,,,276.00,西,1063.07,341804000000,341804,0
14107,,-34180200000358,34180200000330,梅溪路,6,无名路,梅溪路,118.707290,30.962046,118.703806,30.961957,,,347.79,,,34180201149,261.00,西,1,341802,1,1,,-34180200000358_34180200000330,,06,1,"MULTILINESTRING ((118.707399873821 30.962085988624, 118.707039910678 30.9621359423874, 118.70673986066 30.9621759920881, 118.706530875694 30.9621859698358, 118.706230961194 30.9622160028387, 118.705620923568 30.9622259524399, 118.705180873319 30.9622169661314, 118.704700869317 30.962156993402, 118.704570880867 30.9621469807053, 118.70392088883 30.9620469374237, 118.703790860591 30.9620169871956))",60.00,,,,99,,,,,,118.705592,30.962225,06,,5,4,,1,,,279.00,西,355.09,341804000000,341804,0
1425,,34180200000605,34180200005876,梅溪路,6,水阳江北大道,梅溪路,118.717004,30.957340,118.716239,30.957808,,,74.86,,,34180202252,299.00,西,3,341802,1,3,,34180200000605_34180200005876,,04,1,"MULTILINESTRING ((118.716908884578 30.9574579508963, 118.716238908246 30.9578079497227))",60.00,,,,99,,,,,,118.716574,30.957633,04,,3,3,,1,,,299.00,西,341.09,341804000000,341804,0
11916,,34180200005581,34180200000605,梅溪路,6,水阳江北大道,水阳江北大道,118.717949,30.956899,118.717004,30.957340,,,93.64,,,34180202253,299.00,西,4,341802,1,4,,34180200005581_34180200000605,,03,1,"MULTILINESTRING ((118.717948927214 30.9568989655651, 118.717118894864 30.9573479862789))",60.00,,,,99,,,,,,118.717534,30.957123,03,,3,2,,1,,,299.00,西,179.55,341804000000,341804,0
1023,,34180200005957,34180200000605,梅溪路,6,水阳江西大道,水阳江北大道,118.716149,30.957738,118.717004,30.957340,,,83.47,,,34180202255,119.00,东,5,341802,1,5,,34180200005957_34180200000605,,04,1,"MULTILINESTRING ((118.71614888728 30.9577379668784, 118.716888942102 30.9573379611174))",60.00,,,,99,,,,,,118.716519,30.957538,04,,3,3,,1,,,119.00,东,187.55,341804000000,341804,0
3706,,34180200005586,34180200005496,梅溪路,6,梅溪路,响山路,118.751564,30.939785,118.754913,30.938585,,,346.73,,,34180202999,112.00,东,3,341802,1,3,,34180200005586_34180200005496,,03,1,"MULTILINESTRING ((118.751563851746 30.9397849485425, 118.751783931059 30.9397149375026, 118.752053855709 30.9396349584611, 118.752173930793 30.9395849764805, 118.752273856239 30.9395549340198, 118.752403874628 30.9395049974488, 118.752703914281 30.9393949286595, 118.753383931041 30.9391450168755, 118.753882903353 30.9389649475958, 118.754082884386 30.9388949348059, 118.754352859004 30.9387950132951, 118.754622936021 30.9386949996289, 118.754912923973 30.9385849720605))",60.00,,,,99,,,,,,118.753242,30.939197,03,,4,2,,1,,,108.00,东,1049.86,341802000000,341802,0
1277,,34180200005467,34180200005501,梅溪路,6,梅溪路,状元南路,118.750324,30.940275,118.750734,30.940085,,,44.51,,,34180202962,116.00,东,4,341802,1,4,,34180200005467_34180200005501,,03,1,"MULTILINESTRING ((118.750323872881 30.9402750048588, 118.750503922809 30.9401849694675, 118.750733923093 30.9400849652774))",60.00,,,,99,,,,,,118.750527,30.940175,03,,4,2,,1,,,116.00,东,194.62,341802000000,341802,0
37,,34180200008441,34180200005581,梅溪路,6,无名路,水阳江北大道,118.719134,30.956254,118.717949,30.956899,,,135.83,,,34180203076,301.00,西,3,341802,1,3,,34180200008441_34180200005581,,03,1,"MULTILINESTRING ((118.719129867734 30.9562179329993, 118.718818893823 30.9563889653267, 118.718728927755 30.9564389676488, 118.718638931576 30.9564989840211, 118.718138911052 30.9567990086787, 118.717948927214 30.9568989655651))",60.00,,,,99,,,,,,118.71854,30.956559,03,,3,2,,1,,,300.00,西,479.14,341804000000,341804,0
1605,,34180200005563,34180200005615,梅溪路,6,无名路,无名路,118.739886,30.945463,118.734556,30.949251,,,660.64,,,34180203062,306.00,西,3,341802,1,3,,34180200005563_34180200005615,,03,1,"MULTILINESTRING ((118.739885950414 30.9454630136894, 118.738725884595 30.9461830119693, 118.738375853616 30.9464129835176, 118.738325918737 30.9464529882109, 118.737185880527 30.9472919657134, 118.736805869313 30.9475719534901, 118.736355899292 30.9479019562485, 118.736145894626 30.9480619293918, 118.736115903366 30.9480819988195, 118.735695891732 30.9484019440579, 118.735545871195 30.9485219579939, 118.735035953559 30.9489119413717, 118.734775914125 30.9491010013523, 118.734555884945 30.949251002688))",60.00,,,,99,,,,,,118.737179,30.947297,03,,2,2,,1,,,303.00,西,1992.78,341802000000|341804000000,"341802,341804",0
124,,34180200008788,34180200008441,梅溪路,6,无名路,无名路,118.720096,30.955692,118.719134,30.956254,,,109.21,,,34180205116,298.00,西,3,341802,1,3,,34180200008788_34180200008441,,03,1,"MULTILINESTRING ((118.720095944065 30.9556919408169, 118.719588895623 30.9559789835048, 118.71923893461 30.9561590157485, 118.719129867734 30.9562179329993))",60.00,,,,99,,,,,,118.719617,30.955963,03,,3,2,,1,,,301.00,西,345.4,341804000000,341804,0
2999,,34180200006023,34180200005876,梅溪路,6,梅溪路,梅溪路,118.716469,30.957828,118.716239,30.957808,,,22.21,,,34180203419,265.00,西,1,341802,1,1,,34180200006023_34180200005876,,04,1,"MULTILINESTRING ((118.716468936547 30.9578279887269, 118.71635887308 30.9578079800109, 118.716238908246 30.9578079497227))",60.00,,,,99,,,,,,118.716355,30.957808,04,,3,3,,1,,,265.00,西,7.39,341804000000,341804,12
8678,,34180200005658,34180200005575,梅溪路,6,水阳江西大道,梅溪路,118.717069,30.956449,118.717909,30.956779,,,98.24,,,34180203072,91.00,东,1,341802,1,1,,34180200005658_34180200005575,,03,1,"MULTILINESTRING ((118.717068891919 30.9564489501838, 118.717108890216 30.9565490068448, 118.717198923236 30.9566489398089, 118.717298859147 30.9567289842992, 118.717438873487 30.9567789961286, 118.717618891644 30.9567889624485, 118.717908885029 30.956778972567))",60.00,,,,99,,,,,,118.717416,30.956771,03,,3,2,,1,,,39.00,北,57.1,341804000000,341804,12
13093,,34180200005585,34180200005586,梅溪路,6,状元南路,梅溪路,118.751314,30.939585,118.751564,30.939785,,,32.86,,,34180203082,51.00,东,2,341802,1,2,,34180200005585_34180200005586,,03,1,"MULTILINESTRING ((118.751313939414 30.9395849948551, 118.751333847777 30.9396149464754, 118.751363908967 30.9396449409424, 118.751403913726 30.9396749810846, 118.751443916864 30.9397049310226, 118.751483921672 30.9397349711378, 118.751483921672 30.9397349711378, 118.751563851746 30.9397849485425))",60.00,,,,99,,,,,,118.75143,30.939695,03,,4,2,,1,,,51.00,东,73.57,341802000000,341802,12
7152,,34180200005654,34180200005585,梅溪路,6,状元南路,状元南路,118.751224,30.939505,118.751314,30.939585,,,12.37,,,34180203083,48.00,东,2,341802,1,2,,34180200005654_34180200005585,,03,1,"MULTILINESTRING ((118.751223936927 30.939504932379, 118.751253893414 30.9395349282924, 118.751313939414 30.9395849948551))",60.00,,,,99,,,,,,118.751268,30.939546,03,,4,2,,1,,,48.00,东,14.78,341802000000,341802,12
2605,,34180200005589,34180200005638,梅溪路,6,状元南路,梅溪路,118.751254,30.940225,118.751014,30.940085,,,29.32,,,34180203087,240.00,西,2,341802,1,2,,34180200005589_34180200005638,,03,1,"MULTILINESTRING ((118.751253918495 30.9402249678103, 118.751173885729 30.9401349370059, 118.751133882485 30.9401049869899, 118.751013890208 30.9400849615538))",60.00,,,,99,,,,,,118.751153,30.94012,03,,5,2,,1,,,240.00,西,68.36,341802000000,341802,12
11548,,34180200005623,34180200005624,梅溪路,6,鳌峰西路,梅溪路,118.745845,30.942784,118.745205,30.942694,,,65.62,,,34180203120,250.00,西,1,341802,1,1,,34180200005623_34180200005624,,03,1,"MULTILINESTRING ((118.745844894298 30.9427839702314, 118.745724916338 30.9428339451684, 118.745534902239 30.9428139583843, 118.745384897066 30.9427839586191, 118.745304940137 30.9427439914182, 118.745204915179 30.9426940108557))",50.00,,,,99,,,,,,118.745519,30.942811,03,,2,2,,1,,,270.00,西,68.97,341802000000,341802,12
5849,,34180200006045,34180200006023,梅溪路,6,水阳江北大道,梅溪路,118.717029,30.958148,118.716469,30.957828,,,65.36,,,34180203546,245.00,西,1,341802,1,1,,34180200006045_34180200006023,,04,1,"MULTILINESTRING ((118.717028946745 30.9581479331022, 118.716918948415 30.958037981025, 118.716748936038 30.9579379378469, 118.716558901254 30.9578479937319, 118.716468936547 30.9578279887269))",60.00,,,,99,,,,,,118.716771,30.957951,04,,3,3,,1,,,233.00,西,45.34,341804000000,341804,12
